from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,-79.588,26.12,Rock Sound,Rock Sound,Bahamas,-75.63,25.486,Air Wales,United Kingdom,402
Ben Gurion,Tel-aviv,Israel,35.477,32.018,Domododevo,Moscow,Russia,38.51,55.681,Israir,Israel,2641
Bosaso Airport,Bosaso,Somalia,49.249,11.458,Galcaio Airport,Galcaio,Somalia,47.757,7.301,Skynet Asia Airways,Japan,490
Ambouli International Airport,Djibouti,Djibouti,43.265,11.912,Egal Intl,Hargeisa,Somalia,44.147,9.863,Skynet Asia Airways,Japan,247
Heho,Heho,Burma,97.32,21.245,Thandwe,Thandwe,Burma,94.5,18.767,Air Mandalay,Burma,403
Myeik,Myeik,Burma,99.035,12.732,Dawei Airport,Dawei,Burma,98.339,14.173,Air Mandalay,Burma,176
Yangon Intl,Yangon,Burma,96.222,17.512,Bagan Intl,Nyuang U,Burma,95.541,21.289,Air Mandalay,Burma,426
Domododevo,Moscow,Russia,38.51,55.681,Nalchik Airport,Nalchik,Russia,44.061,43.854,Saratov Aviation Division,Russia,1373
Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Gimhae Intl,Busan,South Korea,129.563,35.299,Jeju Air,Republic of Korea,2800
Gimpo,Seoul,South Korea,127.317,37.93,Chubu Centrair Intl,Nagoya,Japan,137.342,35.43,Jeju Air,Republic of Korea,935
Kansai,Osaka,Japan,135.406,34.724,Jeju Intl,Cheju,South Korea,126.821,33.852,Jeju Air,Republic of Korea,794
Gimhae Intl,Busan,South Korea,129.563,35.299,Jeju Intl,Cheju,South Korea,126.821,33.852,Jeju Air,Republic of Korea,298
Cambridge Bay,Cambridge Bay,Canada,-104.564,69.18,Yellowknife,Yellowknife,Canada,-114.068,62.771,First Air,Canada,830
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Yellowknife,Yellowknife,Canada,-114.068,62.771,First Air,Canada,1030
Iqaluit,Iqaluit,Canada,-68.26,64.26,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,First Air,Canada,2128
Igloolik Airport,Igloolik,Canada,-81.694,69.607,Hall Beach,Hall Beach,Canada,-80.74,69.293,First Air,Canada,51
Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Iqaluit,Iqaluit,Canada,-68.26,64.26,First Air,Canada,2128
Rankin Inlet,Rankin Inlet,Canada,-91.527,63.352,Yellowknife,Yellowknife,Canada,-114.068,62.771,First Air,Canada,1131
Kuujjuaq,Quujjuaq,Canada,-68.045,58.16,Iqaluit,Iqaluit,Canada,-68.26,64.26,First Air,Canada,678
Pangnirtung,Pangnirtung,Canada,-65.523,66.241,Qikiqtarjuaq,Broughton Island,Canada,-63.386,67.909,First Air,Canada,207
Yellowknife,Yellowknife,Canada,-114.068,62.771,Hay River,Hay River,Canada,-115.638,61.399,First Air,Canada,173
Tokyo Intl,Tokyo,Japan,140.299,35.92,New Kitakyushu,Kitakyushu,Japan,131.057,34.409,Star Flyer,Japan,856
Akiak Airport,Akiak,United States,-160.718,61.504,Bethel,Bethel,United States,-161.73,61.299,Era Alaska,United States,58
Ted Stevens Anchorage Intl,Anchorage,United States,-149.994,61.29,Edward G Pitka Sr,Galena,United States,-156.896,65.226,Era Alaska,United States,556
Aniak Airport,Aniak,United States,-159.239,61.969,Kalskag Airport,Kalskag,United States,-159.902,61.893,Era Alaska,United States,35
Camp Mabry Austin City,Austin TX,United States,-97.611,30.527,Bethel,Bethel,United States,-161.73,61.299,Era Alaska,United States,5697
Bethel,Bethel,United States,-161.73,61.299,Kasigluk Airport,Kasigluk,United States,-162.208,61.455,Era Alaska,United States,30
Bethel,Bethel,United States,-161.73,61.299,Tuntutuliak Airport,Tuntutuliak,United States,-162.445,60.558,Era Alaska,United States,90
Merle K Mudhole Smith,Cordova,United States,-145.13,60.819,Ted Stevens Anchorage Intl,Anchorage,United States,-149.994,61.29,Era Alaska,United States,266
Emmonak Airport,Emmonak,United States,-164.152,63.31,Alakanuk Airport,Alakanuk,United States,-164.434,63.133,Era Alaska,United States,24
Fairbanks Intl,Fairbanks,United States,-147.761,65.358,Deadhorse,Deadhorse,United States,-148.109,70.324,Era Alaska,United States,552
Gambell Airport,Gambell,United States,-171.555,64.278,Savoonga Airport,Savoonga,United States,-170.155,64.144,Era Alaska,United States,69
Huslia Airport,Huslia,United States,-155.919,66.162,Koyukuk Airport,Koyukuk,United States,-157.551,65.459,Era Alaska,United States,107
Koyuk Alfred Adams Airport,Koyuk,United States,-160.591,65.565,Unalakleet Airport,Unalakleet,United States,-160.665,64.48,Era Alaska,United States,120
Kipnuk Airport,Kipnuk,United States,-163.385,60.555,Bethel,Bethel,United States,-161.73,61.299,Era Alaska,United States,121
Kasigluk Airport,Kasigluk,United States,-162.208,61.455,Nunapitchuk Airport,Nunapitchuk,United States,-162.066,61.509,Era Alaska,United States,9
Marshall Don Hunter Sr. Airport,Marshall,United States,-161.377,62.441,Russian Mission Airport,Russian Mission,United States,-160.866,62.291,Era Alaska,United States,31
Nulato Airport,Nulato,United States,-157.457,65.215,Edward G Pitka Sr,Galena,United States,-156.896,65.226,Era Alaska,United States,26
Nome,Nome,United States,-165.076,64.853,Shishmaref Airport,Shishmaref,United States,-165.482,66.416,Era Alaska,United States,174
Toksook Bay Airport,Toksook Bay,United States,-164.479,60.902,Mekoryuk Airport,Mekoryuk,United States,-165.785,60.619,Era Alaska,United States,77
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bob Baker Memorial Airport,Kiana,United States,-160.062,67.626,Era Alaska,United States,97
Point Lay Lrrs,Point Lay,United States,-162.343,70.221,Wainwright Airport,Wainwright,United States,-159.992,71.063,Era Alaska,United States,127
Russian Mission Airport,Russian Mission,United States,-160.866,62.291,Bethel,Bethel,United States,-161.73,61.299,Era Alaska,United States,119
Shishmaref Airport,Shishmaref,United States,-165.482,66.416,Wales Airport,Wales,United States,-167.492,66.037,Era Alaska,United States,99
St. Michael Airport,St. Michael,United States,-161.518,63.816,Stebbins Airport,Stebbins,United States,-161.797,63.859,Era Alaska,United States,14
Tuluksak Airport,Tuluksak,United States,-160.95,61.161,Bethel,Bethel,United States,-161.73,61.299,Era Alaska,United States,44
Wales Airport,Wales,United States,-167.492,66.037,Brevig Mission Airport,Brevig Mission,United States,-166.11,65.552,Era Alaska,United States,82
Tuntutuliak Airport,Tuntutuliak,United States,-162.445,60.558,Bethel,Bethel,United States,-161.73,61.299,Era Alaska,United States,90
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Manas,Bishkek,Kyrgyzstan,74.795,43.102,Tajik Air,Tajikistan,651
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Koltsovo,Sverdlovsk,Russia,61.337,57.238,Tajik Air,Tajikistan,2120
Khudzhand Airport,Khudzhand,Tajikistan,70.157,40.359,Surgut,Surgut,Russia,73.669,61.572,Tajik Air,Tajikistan,2370
Diwopu,Urumqi,China,87.79,44.511,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,1646
Jose Marti Intl,Havana,Cuba,-82.016,23.648,Frank Pais Intl,Holguin,Cuba,-75.859,21.309,Sun D'Or,Israel,683
Antonio Maceo Intl,Santiago De Cuba,Cuba,-75.726,20.616,Las Americas Intl,Santo Domingo,Dominican Republic,-69.449,18.716,Sun D'Or,Israel,690
C P A Carlos Rovirosa Intl,Villahermosa,Mexico,-92.696,18.661,Licenciado Manuel Crescencio Rejon Int,Merida,Mexico,-89.43,21.561,Mongolian International Air Lines ,Mongolia,469
Cheboksary Airport,Cheboksary,Russia,47.578,56.15,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,567
Domododevo,Moscow,Russia,38.51,55.681,Nalchik Airport,Nalchik,Russia,44.061,43.854,BRA-Transportes Aereos,Brazil,1373
Irkutsk,Irkutsk,Russia,104.648,52.446,Ignatyevo,Blagoveschensk,Russia,127.687,50.708,BRA-Transportes Aereos,Brazil,1596
Pulkovo,St. Petersburg,Russia,30.437,60.333,Uytash,Makhachkala,Russia,48.087,43.361,BRA-Transportes Aereos,Brazil,2227
Franz Josef Strauss,Munich,Germany,12.31,48.589,Gumrak,Volgograd,Russia,44.575,49.304,BRA-Transportes Aereos,Brazil,2339
Petrozavodsk Airport,Petrozavodsk,Russia,34.257,62.475,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,793
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Pashkovskiy,Krasnodar,Russia,39.284,45.057,BRA-Transportes Aereos,Brazil,2032
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Omsk,Omsk,Russia,73.517,55.611,BRA-Transportes Aereos,Brazil,769
Ufa,Ufa,Russia,56.457,54.929,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,1135
Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,-22.916,17.235,Rabil,Boa Vista,Cape Verde,-22.815,16.227,Halcyonair,Cape Verde,112
Incheon Intl,Seoul,South Korea,126.75,37.781,Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,BusinessAir,Thailand,3638
Old Harbor Airport,Old Harbor,United States,-152.783,57.363,Kodiak,Kodiak,United States,-152.157,58.249,Astair,Russian Federation,105
Gambell Airport,Gambell,United States,-171.555,64.278,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,315
Brevig Mission Airport,Brevig Mission,United States,-166.11,65.552,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,91
Nome,Nome,United States,-165.076,64.853,Koyuk Alfred Adams Airport,Koyuk,United States,-160.591,65.565,Bering Air,United States,223
Nome,Nome,United States,-165.076,64.853,White Mountain Airport,White Mountain,United States,-163.022,65.148,Bering Air,United States,101
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Robert Curtis Memorial Airport,Noorvik,United States,-160.371,67.362,Bering Air,United States,84
Shishmaref Airport,Shishmaref,United States,-165.482,66.416,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,174
Teller Airport,Teller,United States,-165.9,65.4,Brevig Mission Airport,Brevig Mission,United States,-166.11,65.552,Bering Air,United States,19
Stebbins Airport,Stebbins,United States,-161.797,63.859,St. Michael Airport,St. Michael,United States,-161.518,63.816,Bering Air,United States,14
Sao Tome Intl,Sao Tome,Sao Tome and Principe,7.186,0.63,Lisboa,Lisbon,Portugal,-8.56,39.302,STP Airways,Sao Tome and Principe,4588
Guipavas,Brest,France,-4.031,48.746,Menara,Marrakech,Morocco,-7.394,32.011,Jet4You,Morocco,1882
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Saint Exupery,Lyon,France,5.151,46.21,Jet4You,Morocco,1754
Lesquin,Lille,France,3.149,50.936,Menara,Marrakech,Morocco,-7.394,32.011,Jet4You,Morocco,2274
El Aroui Airport,El Aroui Airport,Morocco,-2.381,35.648,Barcelona,Barcelona,Spain,2.13,41.495,Jet4You,Morocco,759
Menara,Marrakech,Morocco,-7.394,32.011,Merignac,Bordeaux,France,-0.526,45.38,Jet4You,Morocco,1600
Blagnac,Toulouse,France,1.606,44.048,Inezgane,Agadir,Morocco,-9.244,30.635,Jet4You,Morocco,1769
Jiangbei,Chongqing,China,107.069,30.198,Lijiang Airport,Lijiang,China,100.388,27.472,Cargo Plus Aviation,United Arab Emirates,717
Diqing Airport,Shangri-La,China,100.128,28.322,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,427
Taiping,Harbin,China,126.417,46.039,Xinzheng,Zhengzhou,China,114.401,34.866,Cargo Plus Aviation,United Arab Emirates,1601
Wujiaba,Kunming,China,103.239,25.653,Shuangliu,Chengdu,China,104.578,30.964,Cargo Plus Aviation,United Arab Emirates,604
Wujiaba,Kunming,China,103.239,25.653,Lanzhou Airport,Lanzhou,China,104.028,36.195,Cargo Plus Aviation,United Arab Emirates,1174
Wujiaba,Kunming,China,103.239,25.653,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Cargo Plus Aviation,United Arab Emirates,1825
Lijiang Airport,Lijiang,China,100.388,27.472,Jiangbei,Chongqing,China,107.069,30.198,Cargo Plus Aviation,United Arab Emirates,717
Lukou,Nanjing,China,119.436,32.236,Yichang Airport,Yichang,China,111.735,31.118,Cargo Plus Aviation,United Arab Emirates,739
Tengchong Tuofeng Airport,Tengchong,China,98.805,25.564,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,444
Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1825
Yichang Airport,Yichang,China,111.735,31.118,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1028
Yangon Intl,Yangon,Burma,96.222,17.512,Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,Maxair,Sweden,655
Bella Coola Airport,Bella Coola,Canada,-126.327,52.645,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Pacific Coastal Airline,Canada,450
Vancouver Intl,Vancouver,Canada,-122.641,49.323,Campbell River,Campbell River,Canada,-124.785,50.584,Pacific Coastal Airline,Canada,207
Vancouver Intl,Vancouver,Canada,-122.641,49.323,Masset Airport,Masset,Canada,-131.542,54.045,Pacific Coastal Airline,Canada,806
Masset Airport,Masset,Canada,-131.542,54.045,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Pacific Coastal Airline,Canada,806
Ataturk,Istanbul,Turkey,29.357,41.628,Adana,Adana,Turkey,35.467,37.636,Onur Air,Turkey,685
Ataturk,Istanbul,Turkey,29.357,41.628,Odesa Intl,Odessa,Ukraine,31.127,46.711,Onur Air,Turkey,582
Aeroparque Jorge Newbery,Buenos Aires,Argentina,-58.027,-34.266,Sauce Viejo,Santa Fe,Argentina,-60.687,-31.52,TRIP Linhas A,Brazil,393
Mar Del Plata,Mar Del Plata,Argentina,-57.289,-37.891,Comandante Espora,Bahia Blanca,Argentina,-61.616,-38.542,TRIP Linhas A,Brazil,384
Sauce Viejo,Santa Fe,Argentina,-60.687,-31.52,Aeroparque Jorge Newbery,Buenos Aires,Argentina,-58.027,-34.266,TRIP Linhas A,Brazil,393
Yellowknife,Yellowknife,Canada,-114.068,62.771,Rae Lakes Airport,Gamètì,Canada,-116.85,64.193,Air Tindi,Canadian Territories,209
Bettles,Bettles,United States,-151.216,67.523,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,-151.572,68.222,Astral Aviation,Kenya,79
Fairbanks Intl,Fairbanks,United States,-147.761,65.358,Tanana Airport,Tanana,United States,-151.46,65.299,Astral Aviation,Kenya,171
Hughes Airport,Hughes,United States,-153.775,66.065,Tanana Airport,Tanana,United States,-151.46,65.299,Astral Aviation,Kenya,135
Tanana Airport,Tanana,United States,-151.46,65.299,Huslia Airport,Huslia,United States,-155.919,66.162,Astral Aviation,Kenya,225
Jiangbei,Chongqing,China,107.069,30.198,Hongqiao Intl,Shanghai,China,121.56,31.329,China SSS,China,1389
Meilan,Haikou,China,110.764,20.558,Hongqiao Intl,Shanghai,China,121.56,31.329,China SSS,China,1610
Yinchuan,Yinchuan,China,106.015,38.803,Hongqiao Intl,Shanghai,China,121.56,31.329,China SSS,China,1637
Liangjiang,Guilin,China,110.065,25.363,Pudong,Shanghai,China,122.342,31.238,China SSS,China,1366
Pudong,Shanghai,China,122.342,31.238,Jiangbei,Chongqing,China,107.069,30.198,China SSS,China,1463
Pudong,Shanghai,China,122.342,31.238,Macau Intl,Macau,Macau,113.985,22.249,China SSS,China,1298
Hongqiao Intl,Shanghai,China,121.56,31.329,Baiyun Intl,Guangzhou,China,113.497,23.654,China SSS,China,1165
Hongqiao Intl,Shanghai,China,121.56,31.329,Wujiaba,Kunming,China,103.239,25.653,China SSS,China,1895
Hongqiao Intl,Shanghai,China,121.56,31.329,Baoan Intl,Shenzhen,China,114.351,23.065,China SSS,China,1162
Shenyang Taoxian International Airport,Shenyang,China,123.483,41.637,Pudong,Shanghai,China,122.342,31.238,China SSS,China,1160
Shijiazhuang Daguocun International Airport,Shijiazhuang,China,115.162,38.467,Hongqiao Intl,Shanghai,China,121.56,31.329,China SSS,China,984
Baoan Intl,Shenzhen,China,114.351,23.065,Hongqiao Intl,Shanghai,China,121.56,31.329,China SSS,China,1162
Xianyang,Xi'an,China,109.252,34.745,Shenyang Taoxian International Airport,Shenyang,China,123.483,41.637,China SSS,China,1457
Ford Airport,Iron Mountain,United States,-87.525,46.363,Delta County Airport,Escanaba,United States,-86.49,46.204,Pinnacle Airlines,United States,81
Hato,Willemstad,Netherlands Antilles,-68.934,12.314,Arturo Michelena Intl,Valencia,Venezuela,-67.881,10.249,MDLR Airlines,India,256
Nantucket Mem,Nantucket,United States,-69.434,41.421,Barnstable Muni Boardman Polando Fld,Barnstable,United States,-69.801,42.115,Cape Air,United States,82
General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Albany Intl,Albany,United States,-73.67,43.247,Cape Air,United States,280
General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Adirondack Regional Airport,Saranac Lake,United States,-73.677,44.642,Cape Air,United States,351
Hagerstown Regional Richard A Henson Field,Hagerstown,United States,-77.55,40.179,Baltimore Washington Intl,Baltimore,United States,-76.448,39.292,Cape Air,United States,136
Lancaster Airport,Lancaster,United States,-75.827,40.202,Baltimore Washington Intl,Baltimore,United States,-76.448,39.292,Cape Air,United States,114
Vance Winkworth Amory International Airport,Charlestown,Saint Kitts and Nevis,-62.317,17.342,Luis Munoz Marin Intl,San Juan,Puerto Rico,-65.337,18.732,Cape Air,United States,354
Luis Munoz Marin Intl,San Juan,Puerto Rico,-65.337,18.732,Terrance B Lettsome Intl,Roadtown/beef Island,British Virgin Islands,-64.239,18.741,Cape Air,United States,115
Lambert St Louis Intl,St. Louis,United States,-89.951,39.247,Kirksville Regional Airport,Kirksville,United States,-92.242,40.155,Cape Air,United States,220
Henry E Rohlsen,St. Croix Island,Virgin Islands,-64.665,18.169,Cyril E King,St. Thomas,Virgin Islands,-64.956,18.562,Cape Air,United States,53
Gustavo Rojas Pinilla,San Andres Island,Colombia,-81.519,12.972,El Embrujo,Providencia,Colombia,-80.931,13.594,SATENA,Colombia,94
Eldorado Intl,Bogota,Colombia,-73.579,5.169,Santiago Perez,Arauca,Colombia,-70.562,7.114,SATENA,Colombia,397
Eldorado Intl,Bogota,Colombia,-73.579,5.169,Puerto Carreno,Puerto Carreno,Colombia,-67.156,6.307,SATENA,Colombia,721
Eldorado Intl,Bogota,Colombia,-73.579,5.169,El Carano,Quibdo,Colombia,-76.402,6.151,SATENA,Colombia,330
Alfonso Bonilla Aragon Intl,Cali,Colombia,-75.97,3.905,Tres De Mayo,Puerto Asis,Colombia,-76.169,0.842,SATENA,Colombia,341
Olaya Herrera,Medellin,Colombia,-75.318,6.366,Eldorado Intl,Bogota,Colombia,-73.579,5.169,SATENA,Colombia,233
San Luis,Ipiales,Colombia,-77.453,1.436,Alfonso Bonilla Aragon Intl,Cali,Colombia,-75.97,3.905,SATENA,Colombia,320
Caucaya Airport,Puerto Leguízamo,Colombia,-74.617,0.366,Benito Salas,Neiva,Colombia,-74.824,3.583,SATENA,Colombia,358
Puerto Carreno,Puerto Carreno,Colombia,-67.156,6.307,Vanguardia,Villavicencio,Colombia,-73.357,4.279,SATENA,Colombia,722
Los Colonizadores Airport,Saravena,Colombia,-71.834,7.527,Eldorado Intl,Bogota,Colombia,-73.579,5.169,SATENA,Colombia,325
El Carano,Quibdo,Colombia,-76.402,6.151,Olaya Herrera,Medellin,Colombia,-75.318,6.366,SATENA,Colombia,122
Eleftherios Venizelos Intl,Athens,Greece,24.574,38.56,Chisinau Intl,Kichinau Fir/acc/com,Moldova,29.551,47.546,Air Moldova,Moldova,1077
Chisinau Intl,Kichinau Fir/acc/com,Moldova,29.551,47.546,Sochi,Sochi,Russia,40.594,43.749,Air Moldova,Moldova,955
Chisinau Intl,Kichinau Fir/acc/com,Moldova,29.551,47.546,Barajas,Madrid,Spain,-3.278,40.822,Air Moldova,Moldova,2699
Gatwick,London,United Kingdom,0.349,51.246,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Air Moldova,Moldova,617
Aizawl,Aizwal,India,93.337,24.244,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,91.976,26.176,Jet Airways,India,254
Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,Calicut,Calicut,India,76.592,11.228,Jet Airways,India,2718
Bhubaneshwar,Bhubaneswar,India,86.362,20.407,Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Jet Airways,India,1358
Bhopal,Bhopal,India,77.562,23.479,Raipur,Raipur,India,82.231,21.3,Jet Airways,India,537
Bangalore,Bangalore,India,78.113,13.583,Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Jet Airways,India,1540
Bangalore,Bangalore,India,78.113,13.583,Chennai Intl,Madras,India,80.3,13.657,Jet Airways,India,236
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Bhopal,Bhopal,India,77.562,23.479,Jet Airways,India,643
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,Jet Airways,India,1520
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Jet Airways,India,4272
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Jodhpur,Jodhpur,India,73.081,26.418,Jet Airways,India,809
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Chennai Intl,Madras,India,80.3,13.657,Jet Airways,India,952
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Raipur,Raipur,India,82.231,21.3,Jet Airways,India,947
Brussels Natl,Brussels,Belgium,4.807,51.502,Newark Liberty Intl,Newark,United States,-73.615,41.154,Jet Airways,India,5834
Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,Jet Airways,India,1649
Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Agartala,Agartala,India,91.4,24.478,Jet Airways,India,311
Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Patna,Patina,India,85.146,25.985,Jet Airways,India,485
Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,Chennai Intl,Madras,India,80.3,13.657,Jet Airways,India,707
Cochin,Kochi,India,76.652,10.259,Sharjah Intl,Sharjah,United Arab Emirates,55.861,25.547,Jet Airways,India,2772
Indira Gandhi Intl,Delhi,India,77.171,28.944,Vadodara,Baroda,India,73.377,22.56,Jet Airways,India,805
Indira Gandhi Intl,Delhi,India,77.171,28.944,Zia Intl,Dhaka,Bangladesh,90.662,24.405,Jet Airways,India,1431
Indira Gandhi Intl,Delhi,India,77.171,28.944,Bagdogra,Baghdogra,India,88.547,27.135,Jet Airways,India,1133
Indira Gandhi Intl,Delhi,India,77.171,28.944,Tribhuvan Intl,Kathmandu,Nepal,85.598,28.16,Jet Airways,India,827
